Quantity,Designator,Description,Comment,Footprint,LibRef

"2","F1, F2","Auto Fuse Clip; Universal Blade; Vertical; THM; 30Amp; Brass/Tin","Keystone 3557","PCBComponent_1","CMP-d7931e1438b10854-5"
